基金碼,年月日,基金統編,公會基金類型,幣別,淨值(元),淨值變動率%-週
T0754C 瀚亞印策收平衡B$,2018/10/19,42481830C,跨國平衡-單一國,USD,8.16,-0.366299
T0754D 瀚亞印策收平衡BC,2018/10/19,42481830D,跨國平衡-單一國,CNY,8.5,-0.117509
T0754E 瀚亞印策收平衡S,2018/10/19,42481830E,跨國平衡-單一國,TWD,8.37,-0.23838
T0754F 瀚亞印策收平衡S$,2018/10/19,42481830F,跨國平衡-單一國,USD,8.2,-0.364521
T0754G 瀚亞印策收平衡SC,2018/10/19,42481830G,跨國平衡-單一國,CNY,8.45,-0.236128
T0814Y 保德信金平衡,2018/10/19,18044064,平衡--價值股票型,TWD,28.45,-0.801953
T0890A 保德信中國好平A,2018/10/19,42330171A,跨國平衡-中國,TWD,9.7714,-0.484775
T0890B 保德信中國好平B,2018/10/19,42330171B,跨國平衡-中國,TWD,9.0046,-0.48411
T0890C 保德信中國好平B$,2018/10/19,42330171C,跨國平衡-中國,USD,8.9569,-0.418123
T0890D 保德信中國好平BC,2018/10/19,42330171D,跨國平衡-中國,CNY,8.876,-0.476686
T1114Y 摩根平衡,2018/10/19,18036846,平衡--價值股票型,TWD,26.88,-0.222716
T1117Y 摩根全球平衡,2018/10/19,99181637,跨國平衡-全球型,TWD,14.5383,-0.457375
T1120A 摩根亞高息平衡 A,2018/10/19,21704027A,跨國平衡-亞洲,TWD,13.1297,0.2359
T1120B 摩根亞高息平衡 B,2018/10/19,21704027B,跨國平衡-亞洲,TWD,10.1621,0.235742
T1148A 摩根新興雙利A,2018/10/19,42299565A,跨國平衡-新興市,TWD,9.6426,0.325658
T1148B 摩根新興雙利B,2018/10/19,42299565B,跨國平衡-新興市,TWD,8.3493,0.328046
T1148C 摩根新興雙利B$,2018/10/19,42299565C,跨國平衡-新興市,USD,8.4968,0.155594
T1148D 摩根新興雙利BC,2018/10/19,42299565D,跨國平衡-新興市,CNY,9.0434,0.240532
T1150A 摩根中國雙息平A,2018/10/19,42319892A,跨國平衡-中國,TWD,12.005,-0.444496
T1150B 摩根中國雙息平B,2018/10/19,42319892B,跨國平衡-中國,TWD,10.623,-0.448884
T1150C 摩根中國雙息平AC,2018/10/19,42319892C,跨國平衡-中國,CNY,13.832,-0.406094
T1150D 摩根中國雙息平BC,2018/10/19,42319892D,跨國平衡-中國,CNY,11.801,-0.41098
T1150E 摩根中國雙息平B$,2018/10/19,42319892E,跨國平衡-中國,USD,8.9817,-0.580025
T1207Y 華南永昌龍盈平衡,2018/10/19,18477625,平衡--價值股票型,TWD,21.9687,0.389335
T1239A 華南多重息平衡 A,2018/10/19,38618790A,跨國平衡-全球型,TWD,12.65,-1.326053
T1239B 華南多重息平衡 B,2018/10/19,38618790B,跨國平衡-全球型,TWD,10.52,-1.31332
T1239C 華南多重息平衡A$,2018/10/19,38618790C,跨國平衡-全球型,USD,12.71,-1.472868
T1239D 華南多重息平衡B$,2018/10/19,38618790D,跨國平衡-全球型,USD,10.5,-1.500938
T1433A 新光美豐收平衡A,2018/10/19,42384458A,跨國平衡-全球型,TWD,9.78,0.307692
T1433B 新光美豐收平衡B,2018/10/19,42384458B,跨國平衡-全球型,TWD,9.03,0.333334
T1433C 新光美豐收平衡A$,2018/10/19,42384458C,跨國平衡-全球型,USD,10.31,0.194364
T1433D 新光美豐收平衡B$,2018/10/19,42384458D,跨國平衡-全球型,USD,9.54,0.210084
T1437A 新光全平衡A,2018/10/19,42549326A,跨國平衡-全球型,TWD,9.8,-0.91001
T1437B 新光全平衡B,2018/10/19,42549326B,跨國平衡-全球型,TWD,9.83,-0.707071
T1437C 新光全平衡A$,2018/10/19,42549326C,跨國平衡-全球型,USD,10.54,-0.472144
T1437D 新光全平衡AC,2018/10/19,42549326D,跨國平衡-全球型,CNY,9.22,-0.108342
T1604Y 群益亞太新趨勢平,2018/10/19,48787295,跨國平衡-亞洲,TWD,15.14,-0.263504
T1616Y 群益真善美,2018/10/19,17147605,平衡--一般股票型,TWD,15.5838,-0.77931
T1617Y 群益平衡王,2018/10/19,18037845,平衡--價值股票型,TWD,18.1077,-0.436026
T1618Y 群益安家,2018/10/19,29243337,平衡--一般股票型,TWD,23.0038,-0.305534
T1656A 群益中國金采A,2018/10/19,42301416A,跨國平衡-中國,TWD,8.2214,-0.378062
T1656B 群益中國金采B,2018/10/19,42301416B,跨國平衡-中國,TWD,7.1949,-0.37938
T1656C 群益中國金采A$,2018/10/19,42301416C,跨國平衡-中國,USD,8.7274,-0.591163
T1656D 群益中國金采B$,2018/10/19,42301416D,跨國平衡-中國,USD,7.637,-0.589667
T1656E 群益中國金采AC,2018/10/19,42301416E,跨國平衡-中國,CNY,9.4806,-0.151659
T1656F 群益中國金采BC,2018/10/19,42301416F,跨國平衡-中國,CNY,8.2966,-0.151639
T1659A 群益金選平衡A,2018/10/19,42440058A,跨國平衡-全球型,TWD,9.8582,-0.373917
T1659B 群益金選平衡B,2018/10/19,42440058B,跨國平衡-全球型,TWD,8.5293,-0.374938
T1659C 群益金選平衡A$,2018/10/19,42440058C,跨國平衡-全球型,USD,10.3601,-0.472655
T1659D 群益金選平衡B$,2018/10/19,42440058D,跨國平衡-全球型,USD,8.9657,-0.472897
T1659E 群益金選平衡AC,2018/10/19,42440058E,跨國平衡-全球型,CNY,10.9469,-0.402144
T1659F 群益金選平衡BC,2018/10/19,42440058F,跨國平衡-全球型,CNY,9.4704,-0.401741
T2121A 柏瑞中國平衡A,2018/10/19,38651312A,跨國平衡-中國,TWD,9.851,-0.752592
T2121B 柏瑞中國平衡B,2018/10/19,38651312B,跨國平衡-中國,TWD,8.7132,-0.751777
T2121C 柏瑞中國平衡A$,2018/10/19,38651312C,跨國平衡-中國,USD,10.0409,-0.904999
T2121D 柏瑞中國平衡B$,2018/10/19,38651312D,跨國平衡-中國,USD,8.8863,-0.904387
T2121E 柏瑞中國平衡AC,2018/10/19,38651312E,跨國平衡-中國,CNY,10.779,-0.859056
T2121F 柏瑞中國平衡BC,2018/10/19,38651312F,跨國平衡-中國,CNY,9.0565,-0.859333
T2121G 柏瑞中國平衡N,2018/10/19,38651312G,跨國平衡-中國,TWD,9.9895,-0.753081
T2121H 柏瑞中國平衡NC,2018/10/19,38651312H,跨國平衡-中國,CNY,10.4505,-0.859493
T2121L 柏瑞中國平衡N$,2018/10/19,38651312K,跨國平衡-中國,USD,10.399,-0.90528
T2206Y 復華傳家,2018/10/19,17138818,平衡--一般股票型,TWD,19.7201,-0.622366
T2209Y 復華傳家二號,2018/10/19,18035945,平衡--一般股票型,TWD,27.8835,-0.710041
T2212Y 復華人生目標,2018/10/19,15742001,平衡--一般股票型,TWD,34.672,-0.434194
T2213A 復華全球平衡 USD,2018/10/19,99034755B,跨國平衡-全球型,USD,9,-0.442477
T2213Y 復華全球平衡,2018/10/19,99034755A,跨國平衡-全球型,TWD,19.23,-0.207578
T2214Y 復華神盾,2018/10/19,99607599,平衡--一般股票型,TWD,22.5675,-0.196357
T2217Y 復華亞太平衡,2018/10/19,48733658,跨國平衡-亞洲,TWD,11.14,-0.000001
T2291A 復華中新經濟平衡,2018/10/19,42303499A,跨國平衡-中國,TWD,9.43,0.21254
T2291B 復華中新經濟平AC,2018/10/19,42303499B,跨國平衡-中國,CNY,10.86,0.462535
T2291C 復華中新經濟平BC,2018/10/19,42303499C,跨國平衡-中國,CNY,9.92,0.506586
T2507Y 永豐趨勢平衡,2018/10/19,14706582,平衡--一般股票型,TWD,38.12,-0.961288
T2624A 中信入息平衡A,2018/10/19,38530388A,跨國平衡-全球型,TWD,10.4344,-0.097659
T2624B 中信入息平衡B,2018/10/19,38530388B,跨國平衡-全球型,TWD,9.0407,-0.098347
T2630A 中信亞太多元息A,2018/10/19,42329152A,跨國平衡-亞洲,TWD,10.5888,-0.541963
T2630B 中信亞太多元息B,2018/10/19,42329152B,跨國平衡-亞洲,TWD,9.4742,-0.543776
T2639A 中信樂齡收益平A,2018/10/19,42443702A,跨國平衡-全球型,TWD,11.12,-0.179534
T2639B 中信樂齡收益平B,2018/10/19,42443702B,跨國平衡-全球型,TWD,10.72,-0.205733
T2639C 中信樂齡收益平A$,2018/10/19,42443702C,跨國平衡-全球型,USD,11.22,-0.443656
T2639D 中信樂齡收益平B$,2018/10/19,42443702D,跨國平衡-全球型,USD,10.88,-0.382721
T3204Y 野村平衡,2018/10/19,17602250,平衡--一般股票型,TWD,17.17,0.175029
T3221Y 野村鴻利,2018/10/19,00971103,平衡--一般股票型,TWD,19.59,-0.152904
T3295A 野村多元收益平A,2018/10/19,42391084A,跨國平衡-全球型,TWD,10.1634,-0.134615
T3295B 野村多元收益平B,2018/10/19,42391084B,跨國平衡-全球型,TWD,8.6453,-0.13169
T3295C 野村多元收益平A$,2018/10/19,42391084C,跨國平衡-全球型,USD,10.5341,-0.2481
T3295D 野村多元收益平B$,2018/10/19,42391084D,跨國平衡-全球型,USD,9.0194,-0.246634
T3295E 野村多元收益平AC,2018/10/19,42391084E,跨國平衡-全球型,CNY,11.0617,-0.211994
T3295F 野村多元收益平BC,2018/10/19,42391084F,跨國平衡-全球型,CNY,9.2646,-0.210037
T3308Y 聯邦金鑽平衡,2018/10/19,98669575,平衡--一般股票型,TWD,20.4174,-0.881115
T3328A 聯邦太平洋平衡A,2018/10/19,38546327A,跨國平衡-亞洲,TWD,11.5062,-0.290303
T3328B 聯邦太平洋平衡B,2018/10/19,38546327B,跨國平衡-亞洲,TWD,11.0239,-0.2903
T3328C 聯邦太平洋平衡AC,2018/10/19,38546327C,跨國平衡-亞洲,CNY,11.9312,-0.31998
T3341A 聯邦全視界平衡A,2018/10/19,42449712A,跨國平衡-全球型,TWD,10.0794,0.404431
T3341B 聯邦全視界平衡B,2018/10/19,42449712B,跨國平衡-全球型,TWD,9.5011,0.404465
T3341C 聯邦全視界平衡AC,2018/10/19,42449712C,跨國平衡-全球型,CNY,11.0727,0.246254
T3341D 聯邦全視界平衡BC,2018/10/19,42449712D,跨國平衡-全球型,CNY,10.4503,0.244635
T3341E 聯邦全視界平衡A$,2018/10/19,42449712E,跨國平衡-全球型,USD,10.8406,0.213542
T3341F 聯邦全視界平衡B$,2018/10/19,42449712F,跨國平衡-全球型,USD,10.2156,0.212996
T3743A 國泰全多重平衡 A,2018/10/19,38582842A,跨國平衡-全球型,TWD,10.77,-0.185357
T3743B 國泰全多重平衡 B,2018/10/19,38582842B,跨國平衡-全球型,TWD,9.56,-0.208769
T3743C 國泰全多重平衡A$,2018/10/19,38582842C,跨國平衡-全球型,USD,0.4019,-0.272952
T3743D 國泰全多重平衡B$,2018/10/19,38582842D,跨國平衡-全球型,USD,0.362,-0.275481
T3743E 國泰全多重平衡I$,2018/10/19,38582842E,跨國平衡-全球型,USD,0.4269,-0.257009
T3743F 國泰全多重平衡AA,2018/10/19,38582842F,跨國平衡-全球型,AUD,0.5104,-0.3125
T3769A 國泰亞太息平衡A,2018/10/19,42331684A,跨國平衡-亞洲,TWD,10.7518,-0.449983
T3769B 國泰亞太息平衡B,2018/10/19,42331684B,跨國平衡-亞洲,TWD,9.5882,-0.4506
T3769C 國泰亞太息平衡A$,2018/10/19,42331684C,跨國平衡-亞洲,USD,0.3476,-0.628931
T3769D 國泰亞太息平衡B$,2018/10/19,42331684D,跨國平衡-亞洲,USD,0.31,-0.60917
T3769E 國泰亞太息平衡AC,2018/10/19,42331684E,跨國平衡-亞洲,CNY,2.4016,-0.579567
T3769F 國泰亞太息平衡AA,2018/10/19,42331684F,跨國平衡-亞洲,AUD,0.4875,-0.672371
T4126A 凱基全高效平衡A,2018/10/19,42453588A,跨國平衡-全球型,TWD,10.17,-0.391773
T4126B 凱基全高效平衡B,2018/10/19,42453588B,跨國平衡-全球型,TWD,9.57,-0.330759
T4126C 凱基全高效平衡A$,2018/10/19,42453588C,跨國平衡-全球型,USD,10.3924,-0.549293
T4332Y 華頓中國機會平衡,2018/10/19,38634406,跨國平衡-中國,TWD,11.2445,-0.472654
T4519A 富蘭亞太平衡A,2018/10/19,42407614A,跨國平衡-亞洲,TWD,9.68,0
T4519B 富蘭亞太平衡B,2018/10/19,42407614B,跨國平衡-亞洲,TWD,8.96,0.111731
T4519C 富蘭亞太平衡A$,2018/10/19,42407614C,跨國平衡-亞洲,USD,9.94,-0.100502
T4519D 富蘭亞太平衡B$,2018/10/19,42407614D,跨國平衡-亞洲,USD,9.18,0
T4519E 富蘭亞太平衡BC,2018/10/19,42407614E,跨國平衡-亞洲,CNY,9.24,0.21692
T4703Y 台新高股息平衡,2018/10/19,21719942,平衡--一般股票型,TWD,27.0251,-0.395467
T0105Y 兆豐國際萬全,2018/10/12,00971976,平衡--一般股票型,TWD,18.54,-3.38718
T0121A 兆豐大中華平衡,2018/10/12,42334401A,跨國平衡-亞洲,TWD,8.98,-5.374079
T0121B 兆豐大中華平衡 $,2018/10/12,42334401B,跨國平衡-亞洲,USD,9.59,-5.888125
T0121C 兆豐大中華平衡 C,2018/10/12,42334401C,跨國平衡-亞洲,CNY,10.27,-5.170822
T0320Y 第一金中概平衡,2018/10/12,99353151,平衡--一般股票型,TWD,22.49,-4.379252
T0343A 第一金全球多息 A,2018/10/12,38539992A,跨國平衡-全球型,TWD,9.9566,-1.928608
T0343B 第一金全球多息 B,2018/10/12,38539992B,跨國平衡-全球型,TWD,8.3683,-1.929004
T0405Y 匯豐安富,2018/10/12,00971080,平衡--一般股票型,TWD,24.55,-2.230187
T0458A 匯豐中多息平Aa,2018/10/12,38647535A,跨國平衡-中國,TWD,9.8837,-1.903628
T0458B 匯豐中多息平Bd,2018/10/12,38647535B,跨國平衡-中國,TWD,8.879,-1.906315
T0458C 匯豐中多息平AaC,2018/10/12,38647535C,跨國平衡-中國,CNY,11.1275,-2.44683
T0458D 匯豐中多息平BdC,2018/10/12,38647535D,跨國平衡-中國,CNY,10.0876,-2.556496
T0458E 匯豐中多息平Aa$,2018/10/12,38647535E,跨國平衡-中國,USD,10.0638,-3.042506
T0458F 匯豐中多息平Bd$,2018/10/12,38647535F,跨國平衡-中國,USD,9.067,-3.26352
T0479A 匯亞exJP多息平 A,2018/10/12,42443317A,跨國平衡-亞洲,TWD,10.35,-1.61597
T0479B 匯亞exJP多息Bd,2018/10/12,42443317B,跨國平衡-亞洲,TWD,9.98,-1.771653
T0479C 匯亞exJP多息BdC,2018/10/12,42443317C,跨國平衡-亞洲,CNY,10.78,-1.821494
T0479D 匯亞exJP多息平A$,2018/10/12,42443317D,跨國平衡-亞洲,USD,10.97,-1.878354
T0479E 匯亞exJP多息Bd$,2018/10/12,42443317E,跨國平衡-亞洲,USD,10.57,-1.857011
T0479F 匯亞exJP多息BdA,2018/10/12,42443317F,跨國平衡-亞洲,AUD,10.5,-1.500938
T0591A 元大中平衡 CNY,2018/10/12,31830473B,跨國平衡-中國,CNY,2.84,-5.016722
T0591Y 元大中平衡 NTD,2018/10/12,31830473A,跨國平衡-中國,TWD,12.64,-4.675717
T05A2A 元大新東協平衡,2018/10/12,42403764A,跨國平衡-亞洲,TWD,8.76,-1.128667
T05A2B 元大新東協平衡 $,2018/10/12,42403764B,跨國平衡-亞洲,USD,8.962,-1.386444
T05A3A 元大大中華豐平,2018/10/12,42451239A,跨國平衡-亞洲,TWD,9.246,-4.493339
T05A3B 元大大中華豐平 C,2018/10/12,42451239B,跨國平衡-亞洲,CNY,9.662,-4.86412
T0717Y 瀚亞理財通,2018/10/12,18036769,平衡--一般股票型,TWD,26.2,-2.311707
T0747A 瀚亞亞太豐平衡 A,2018/10/12,38621330A,跨國平衡-亞洲,TWD,10.317,-1.267058
T0747B 瀚亞亞太豐平衡 B,2018/10/12,38621330B,跨國平衡-亞洲,TWD,8.5154,-1.267289
T0747C 瀚亞亞太豐平衡A$,2018/10/12,38621330C,跨國平衡-亞洲,USD,10.4991,-1.416902
T0747D 瀚亞亞太豐平衡B$,2018/10/12,38621330D,跨國平衡-亞洲,USD,8.6777,-1.416658
T0747E 瀚亞亞太豐平衡AA,2018/10/12,38621330E,跨國平衡-亞洲,AUD,11.6286,-1.912225
T0747F 瀚亞亞太豐平衡BA,2018/10/12,38621330F,跨國平衡-亞洲,AUD,9.003,-1.931309
T0747G 瀚亞亞太豐平衡AZ,2018/10/12,38621330G,跨國平衡-亞洲,ZAR,13.2728,-2.352751
T0747H 瀚亞亞太豐平衡BZ,2018/10/12,38621330H,跨國平衡-亞洲,ZAR,9.6049,-2.123648
T0747J 瀚亞亞太豐平衡AC,2018/10/12,38621330I,跨國平衡-亞洲,CNY,11.555,-0.827369
T0747K 瀚亞亞太豐平衡BC,2018/10/12,38621330J,跨國平衡-亞洲,CNY,8.8367,-0.837139
T0754A 瀚亞印策收平衡A,2018/10/12,42481830A,跨國平衡-單一國,TWD,8.99,0.671893
T0754B 瀚亞印策收平衡B,2018/10/12,42481830B,跨國平衡-單一國,TWD,8.38,0.706919
T0754C 瀚亞印策收平衡B$,2018/10/12,42481830C,跨國平衡-單一國,USD,8.19,0.464085
T0754D 瀚亞印策收平衡BC,2018/10/12,42481830D,跨國平衡-單一國,CNY,8.51,1.061778
T0754E 瀚亞印策收平衡S,2018/10/12,42481830E,跨國平衡-單一國,TWD,8.39,0.706785
T0754F 瀚亞印策收平衡S$,2018/10/12,42481830F,跨國平衡-單一國,USD,8.23,0.464676
T0754G 瀚亞印策收平衡SC,2018/10/12,42481830G,跨國平衡-單一國,CNY,8.47,1.064024
T0814Y 保德信金平衡,2018/10/12,18044064,平衡--價值股票型,TWD,28.68,-2.382573
T0890A 保德信中國好平A,2018/10/12,42330171A,跨國平衡-中國,TWD,9.819,-2.465432
T0890B 保德信中國好平B,2018/10/12,42330171B,跨國平衡-中國,TWD,9.0719,-2.466322
T0890C 保德信中國好平B$,2018/10/12,42330171C,跨國平衡-中國,USD,9.0178,-2.220631
T0890D 保德信中國好平BC,2018/10/12,42330171D,跨國平衡-中國,CNY,8.9416,-2.42263
T1114Y 摩根平衡,2018/10/12,18036846,平衡--價值股票型,TWD,26.94,-2.603037
T1117Y 摩根全球平衡,2018/10/12,99181637,跨國平衡-全球型,TWD,14.6051,-0.302402
T1120A 摩根亞高息平衡 A,2018/10/12,21704027A,跨國平衡-亞洲,TWD,13.0988,-1.950686
T1120B 摩根亞高息平衡 B,2018/10/12,21704027B,跨國平衡-亞洲,TWD,10.1382,-1.950696
T1148A 摩根新興雙利A,2018/10/12,42299565A,跨國平衡-新興市,TWD,9.6113,-0.753798
T1148B 摩根新興雙利B,2018/10/12,42299565B,跨國平衡-新興市,TWD,8.322,-0.754893
T1148C 摩根新興雙利B$,2018/10/12,42299565C,跨國平衡-新興市,USD,8.4836,-0.927245
T1148D 摩根新興雙利BC,2018/10/12,42299565D,跨國平衡-新興市,CNY,9.0217,-0.662857
T1150A 摩根中國雙息平A,2018/10/12,42319892A,跨國平衡-中國,TWD,12.0586,-3.952274
T1150B 摩根中國雙息平B,2018/10/12,42319892B,跨國平衡-中國,TWD,10.6709,-3.954024
T1150C 摩根中國雙息平AC,2018/10/12,42319892C,跨國平衡-中國,CNY,13.8884,-4.296474
T1150D 摩根中國雙息平BC,2018/10/12,42319892D,跨國平衡-中國,CNY,11.8497,-4.292026
T1150E 摩根中國雙息平B$,2018/10/12,42319892E,跨國平衡-中國,USD,9.0341,-4.666378
T1207Y 華南永昌龍盈平衡,2018/10/12,18477625,平衡--價值股票型,TWD,21.8835,-3.867949
T1239A 華南多重息平衡 A,2018/10/12,38618790A,跨國平衡-全球型,TWD,12.82,-4.113687
T1239B 華南多重息平衡 B,2018/10/12,38618790B,跨國平衡-全球型,TWD,10.66,-4.080132
T1239C 華南多重息平衡A$,2018/10/12,38618790C,跨國平衡-全球型,USD,12.9,-4.302671
T1239D 華南多重息平衡B$,2018/10/12,38618790D,跨國平衡-全球型,USD,10.66,-4.251128
T1433A 新光美豐收平衡A,2018/10/12,42384458A,跨國平衡-全球型,TWD,9.75,-0.914635
T1433B 新光美豐收平衡B,2018/10/12,42384458B,跨國平衡-全球型,TWD,9,-0.990099
T1433C 新光美豐收平衡A$,2018/10/12,42384458C,跨國平衡-全球型,USD,10.29,-0.867053
T1433D 新光美豐收平衡B$,2018/10/12,42384458D,跨國平衡-全球型,USD,9.52,-0.936525
T1437A 新光全平衡A,2018/10/12,42549326A,跨國平衡-全球型,TWD,9.89,-2.561575
T1437B 新光全平衡B,2018/10/12,42549326B,跨國平衡-全球型,TWD,9.9,-2.654867
T1437C 新光全平衡A$,2018/10/12,42549326C,跨國平衡-全球型,USD,10.59,-2.665443
T1437D 新光全平衡AC,2018/10/12,42549326D,跨國平衡-全球型,CNY,9.23,-2.016985
T1604Y 群益亞太新趨勢平,2018/10/12,48787295,跨國平衡-亞洲,TWD,15.18,-2.253704
T1616Y 群益真善美,2018/10/12,17147605,平衡--一般股票型,TWD,15.7062,-0.919133
T1617Y 群益平衡王,2018/10/12,18037845,平衡--價值股票型,TWD,18.187,-1.092028
T1618Y 群益安家,2018/10/12,29243337,平衡--一般股票型,TWD,23.0743,-2.350432
T1656A 群益中國金采A,2018/10/12,42301416A,跨國平衡-中國,TWD,8.2526,-2.126448
T1656B 群益中國金采B,2018/10/12,42301416B,跨國平衡-中國,TWD,7.2223,-2.126247
T1656C 群益中國金采A$,2018/10/12,42301416C,跨國平衡-中國,USD,8.7793,-2.34806
T1656D 群益中國金采B$,2018/10/12,42301416D,跨國平衡-中國,USD,7.6823,-2.347783
T1656E 群益中國金采AC,2018/10/12,42301416E,跨國平衡-中國,CNY,9.495,-2.281639
T1656F 群益中國金采BC,2018/10/12,42301416F,跨國平衡-中國,CNY,8.3092,-2.281494
T1659A 群益金選平衡A,2018/10/12,42440058A,跨國平衡-全球型,TWD,9.8952,-2.331366
T1659B 群益金選平衡B,2018/10/12,42440058B,跨國平衡-全球型,TWD,8.5614,-2.330677
T1659C 群益金選平衡A$,2018/10/12,42440058C,跨國平衡-全球型,USD,10.4093,-2.42318
T1659D 群益金選平衡B$,2018/10/12,42440058D,跨國平衡-全球型,USD,9.0083,-2.423093
T1659E 群益金選平衡AC,2018/10/12,42440058E,跨國平衡-全球型,CNY,10.9911,-2.230069
T1659F 群益金選平衡BC,2018/10/12,42440058F,跨國平衡-全球型,CNY,9.5086,-2.230219
T2121A 柏瑞中國平衡A,2018/10/12,38651312A,跨國平衡-中國,TWD,9.9257,-3.172404
T2121B 柏瑞中國平衡B,2018/10/12,38651312B,跨國平衡-中國,TWD,8.7792,-3.172012
T2121C 柏瑞中國平衡A$,2018/10/12,38651312C,跨國平衡-中國,USD,10.1326,-3.331488
T2121D 柏瑞中國平衡B$,2018/10/12,38651312D,跨國平衡-中國,USD,8.9674,-3.332076
T2121E 柏瑞中國平衡AC,2018/10/12,38651312E,跨國平衡-中國,CNY,10.8724,-3.164494
T2121F 柏瑞中國平衡BC,2018/10/12,38651312F,跨國平衡-中國,CNY,9.135,-3.164255
T2121G 柏瑞中國平衡N,2018/10/12,38651312G,跨國平衡-中國,TWD,10.0653,-3.171718
T2121H 柏瑞中國平衡NC,2018/10/12,38651312H,跨國平衡-中國,CNY,10.5411,-3.164732
T2121L 柏瑞中國平衡N$,2018/10/12,38651312K,跨國平衡-中國,USD,10.494,-3.33189
T2206Y 復華傳家,2018/10/12,17138818,平衡--一般股票型,TWD,19.8436,-4.76154
T2209Y 復華傳家二號,2018/10/12,18035945,平衡--一般股票型,TWD,28.0829,-2.485867
T2212Y 復華人生目標,2018/10/12,15742001,平衡--一般股票型,TWD,34.8232,-2.161411
T2213A 復華全球平衡 USD,2018/10/12,99034755B,跨國平衡-全球型,USD,9.04,-3.624733
T2213Y 復華全球平衡,2018/10/12,99034755A,跨國平衡-全球型,TWD,19.27,-3.408521
T2214Y 復華神盾,2018/10/12,99607599,平衡--一般股票型,TWD,22.6119,-3.195024
T2217Y 復華亞太平衡,2018/10/12,48733658,跨國平衡-亞洲,TWD,11.14,-2.366345
T2291A 復華中新經濟平衡,2018/10/12,42303499A,跨國平衡-中國,TWD,9.41,-2.182952
T2291B 復華中新經濟平AC,2018/10/12,42303499B,跨國平衡-中國,CNY,10.81,-1.81653
T2291C 復華中新經濟平BC,2018/10/12,42303499C,跨國平衡-中國,CNY,9.87,-1.986097
T2507Y 永豐趨勢平衡,2018/10/12,14706582,平衡--一般股票型,TWD,38.49,-2.185514
T2624A 中信入息平衡A,2018/10/12,38530388A,跨國平衡-全球型,TWD,10.4446,-3.925014
