基金碼,年月日,基金統編,幣別,淨值(元)
T1150A 摩根中國雙息平A,2018/06/01,42319892A,NTD,13.1086
T1150B 摩根中國雙息平B,2018/06/01,42319892B,NTD,11.8014
T1150C 摩根中國雙息平AC,2018/06/01,42319892C,RMB,14.6551
T1150D 摩根中國雙息平BC,2018/06/01,42319892D,RMB,12.781
T1150E 摩根中國雙息平B$,2018/06/01,42319892E,USD,10.1959
T1207Y 華南永昌龍盈平衡,2018/06/01,18477625,NTD,25.0722
T1239A 華南多重息平衡 A,2018/06/01,38618790A,NTD,13.77
T1239B 華南多重息平衡 B,2018/06/01,38618790B,NTD,11.75
T1239C 華南多重息平衡A$,2018/06/01,38618790C,USD,14.28
T1239D 華南多重息平衡B$,2018/06/01,38618790D,USD,12.17
T1433A 新光美豐收平衡A,2018/06/01,42384458A,NTD,9.47
T1433B 新光美豐收平衡B,2018/06/01,42384458B,NTD,8.83
T1433C 新光美豐收平衡A$,2018/06/01,42384458C,USD,10.34
T1433D 新光美豐收平衡B$,2018/06/01,42384458D,USD,9.67
T1437A 新光全平衡A,2018/06/01,42549326A,NTD,10.01
T1437B 新光全平衡B,2018/06/01,42549326B,NTD,9.96
T1437C 新光全平衡A$,2018/06/01,42549326C,USD,10.25
T1437D 新光全平衡AC,2018/06/01,42549326D,RMB,10.21
T1604Y 群益亞太新趨勢平,2018/06/01,48787295,NTD,17.37
T1616Y 群益真善美,2018/06/01,17147605,NTD,18.2084
T1617Y 群益平衡王,2018/06/01,18037845,NTD,19.5367
T1618Y 群益安家,2018/06/01,29243337,NTD,27.4017
T1656A 群益中國金采A,2018/06/01,42301416A,NTD,8.9028
T1656B 群益中國金采B,2018/06/01,42301416B,NTD,7.9228
T1656C 群益中國金采A$,2018/06/01,42301416C,USD,9.8026
T1656D 群益中國金采B$,2018/06/01,42301416D,USD,8.7227
T1656E 群益中國金采AC,2018/06/01,42301416E,RMB,9.8398
T1656F 群益中國金采BC,2018/06/01,42301416F,RMB,8.7562
T1659A 群益金選平衡A,2018/06/01,42440058A,NTD,10.0782
T1659B 群益金選平衡B,2018/06/01,42440058B,NTD,8.9787
T1659C 群益金選平衡A$,2018/06/01,42440058C,USD,10.7299
T1659D 群益金選平衡B$,2018/06/01,42440058D,USD,9.5617
T1659E 群益金選平衡AC,2018/06/01,42440058E,RMB,11.212
T1659F 群益金選平衡BC,2018/06/01,42440058F,RMB,9.9878
T2121A 柏瑞中國平衡A,2018/06/01,38651312A,NTD,10.7268
T2121B 柏瑞中國平衡B,2018/06/01,38651312B,NTD,9.5958
T2121C 柏瑞中國平衡A$,2018/06/01,38651312C,USD,11.2221
T2121D 柏瑞中國平衡B$,2018/06/01,38651312D,USD,10.0416
T2121E 柏瑞中國平衡AC,2018/06/01,38651312E,RMB,11.9893
T2121F 柏瑞中國平衡BC,2018/06/01,38651312F,RMB,10.2404
T2121G 柏瑞中國平衡N,2018/06/01,38651312G,NTD,10.9943
T2121H 柏瑞中國平衡NC,2018/06/01,38651312H,RMB,11.7908
T2121L 柏瑞中國平衡N$,2018/06/01,38651312K,USD,11.7428
T2206Y 復華傳家,2018/06/01,17138818,NTD,27.5596
T2209Y 復華傳家二號,2018/06/01,18035945,NTD,32.421
T2212Y 復華人生目標,2018/06/01,15742001,NTD,41.299
T2213Y 復華全球平衡,2018/06/01,99034755A,NTD,20.33
T2214Y 復華神盾,2018/06/01,99607599,NTD,28.95
T2217Y 復華亞太平衡,2018/06/01,48733658,NTD,13.98
T2291A 復華中新經濟平衡,2018/06/01,42303499A,NTD,11.45
T2291B 復華中新經濟平AC,2018/06/01,42303499B,RMB,12.32
T2291C 復華中新經濟平BC,2018/06/01,42303499C,RMB,11.37
T2507Y 永豐趨勢平衡,2018/06/01,14706582,NTD,51.81
T2605Y 中國信託精穩,2018/06/01,18038078,NTD,18.8408
