Current,,,,,,,,,,,,,
,,,,,,,,,,,,,
基金碼,基金ISIN Code,基金統編,基金全稱,幣別,經理公司,目前狀態,成立日,清算/合併日,型態,類型,公會分類,投資標的,清算/合併說明
T0718Y 瀚亞美國高科技,TW000T0718Y4,14692623,瀚亞美國高科技證券投資信託基金,NTD,瀚亞證券投資信託,Current,2002/06/17,,"國內募集,投資國內外",開放,美國股票型,科技股,
T0722B 瀚亞股債入息組 B,TW000T0722B4,99967806B,瀚亞股債入息組合證券投資信託基金 B類型,NTD,瀚亞證券投資信託,Current,2013/11/15,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0722C 瀚亞股債入息組A$,TW000T0722C2,99967806C,瀚亞股債入息組合證券投資信託基金 A類型－美元計價,USD,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0722D 瀚亞股債入息組B$,TW000T0722D0,99967806D,瀚亞股債入息組合證券投資信託基金 B類型－美元計價,USD,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0722E 瀚亞股債入息組AC,TW000T0722E8,99967806E,瀚亞股債入息組合證券投資信託基金 A類型－人民幣計價,RMB,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0722F 瀚亞股債入息組BC,TW000T0722F5,99967806F,瀚亞股債入息組合證券投資信託基金 B類型－人民幣計價,RMB,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0722Y 瀚亞股債入息組 A,TW000T0722Y6,99967806A,瀚亞股債入息組合證券投資信託基金 A類型,NTD,瀚亞證券投資信託,Current,2005/01/31,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T0723A 瀚亞印度 USD,TW000T0723A4,21704130B,瀚亞印度證券投資信託基金－美元計價,USD,瀚亞證券投資信託,Current,2015/10/01,,"國內募集,投資國內外",開放,其他市場股票型,股票,
T0723B 瀚亞印度 CNY,TW000T0723B2,21704130C,瀚亞印度證券投資信託基金－人民幣計價,RMB,瀚亞證券投資信託,Current,2015/10/01,,"國內募集,投資國內外",開放,其他市場股票型,股票,
T0723Y 瀚亞印度,TW000T0723Y4,21704130A,瀚亞印度證券投資信託基金,NTD,瀚亞證券投資信託,Current,2005/06/06,,"國內募集,投資國內外",開放,其他市場股票型,股票,
T0727B 瀚亞亞太高股息 B,TW000T0727B3,48733897B,瀚亞亞太高股息證券投資信託基金－ B類型新台幣,NTD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0727C 瀚亞亞太高股息A$,TW000T0727C1,48733897C,瀚亞亞太高股息證券投資信託基金－ A類型美元,USD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0727D 瀚亞亞太高股息B$,TW000T0727D9,48733897D,瀚亞亞太高股息證券投資信託基金－ B類型美元,USD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0727E 瀚亞亞太高股息AC,TW000T0727E7,48733897E,瀚亞亞太高股息證券投資信託基金－ A類型人民幣,RMB,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0727F 瀚亞亞太高股息BC,TW000T0727F4,48733897F,瀚亞亞太高股息證券投資信託基金－ B類型人民幣,RMB,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0727Y 瀚亞亞太高股息 A,TW000T0727Y5,48733897A,瀚亞亞太高股息證券投資信託基金－ A類型新台幣,NTD,瀚亞證券投資信託,Current,2006/04/10,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0728B 瀚亞債券精選組 B,TW000T0728B1,48801000B,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 B類型,NTD,瀚亞證券投資信託,Current,2013/03/01,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728C 瀚亞債券精選組A$,TW000T0728C9,48801000C,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 A類型－美元計價,USD,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728D 瀚亞債券精選組B$,TW000T0728D7,48801000D,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 B類型－美元計價,USD,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728E 瀚亞債券精選組AC,TW000T0728E5,48801000E,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 A類型－人民幣計價,RMB,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728F 瀚亞債券精選組BC,TW000T0728F2,48801000F,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 B類型－人民幣計價,RMB,瀚亞證券投資信託,Current,2016/05/16,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728G 瀚亞債券精選組 S,TW000T0728G0,48801000G,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 S類型,NTD,瀚亞證券投資信託,Current,2018/09/27,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728H 瀚亞債券精選組S$,TW000T0728H8,48801000H,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 S類型－美元計價,USD,瀚亞證券投資信託,Current,2018/09/27,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728J 瀚亞債券精選組SC,TW000T0728J4,48801000I,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 S類型－人民幣計價,RMB,瀚亞證券投資信託,Current,2018/09/27,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0728Y 瀚亞債券精選組 A,TW000T0728Y3,48801000A,瀚亞精選傘型證券投資信託基金之債券精選組合證券投資信託基金 A類型,NTD,瀚亞證券投資信託,Current,2006/10/04,,"國內募集,投資國內外",開放,債券組合--複合式,基金,
T0729Y 瀚亞趨勢精選組合,TW000T0729Y1,48801016,瀚亞精選傘型證券投資信託基金之趨勢精選組合證券投資信託基金,NTD,瀚亞證券投資信託,Current,2006/10/04,2018/02/02,"國內募集,投資國內外",開放,跨國股組合--一般,基金,被併入 T0722Y  瀚亞股債入息組合基金 A
T0730A 瀚亞亞太不動產 A,TW000T0730A9,48836541A,瀚亞亞太不動產證券化證券投資信託基金－不配息,NTD,瀚亞證券投資信託,Current,2006/12/26,,"國內募集,投資國內外",開放,不動產證券化,不動產證券化,
T0730B 瀚亞亞太不動產 B,TW000T0730B7,48836541B,瀚亞亞太不動產證券化證券投資信託基金－配息,NTD,瀚亞證券投資信託,Current,2006/12/26,,"國內募集,投資國內外",開放,不動產證券化,不動產證券化,
T0732Y 瀚亞亞太基礎建設,TW000T0732Y5,48885958,瀚亞亞太基礎建設證券投資信託基金,NTD,瀚亞證券投資信託,Current,2007/05/23,,"國內募集,投資國內外",開放,跨國投資--亞洲,股票,
T0733Y 瀚亞全球綠色金脈,TW000T0733Y3,10310200,瀚亞全球綠色金脈證券投資信託基金,NTD,瀚亞證券投資信託,Current,2008/06/02,2018/02/02,"國內募集,投資國內外",開放,跨國--全球股票,股票,被併入 T0718Y  瀚亞美國高科技
T0735B 瀚亞非洲B-RAND,TW000T0735B6,10357632B,瀚亞非洲證券投資信託基金 B類型南非幣計價,RAND,瀚亞證券投資信託,Current,2014/01/13,,"國內募集,投資國內外",開放,跨國--新興市場,股票,
T0735Y 瀚亞非洲 A,TW000T0735Y8,10357632A,瀚亞非洲證券投資信託基金 A類型,NTD,瀚亞證券投資信託,Current,2008/10/08,,"國內募集,投資國內外",開放,跨國--新興市場,股票,
T0736Y 瀚亞巴西,TW000T0736Y6,25633559,瀚亞巴西證券投資信託基金,NTD,瀚亞證券投資信託,Current,2010/01/06,,"國內募集,投資國內外",開放,其他市場股票型,股票,
T0737A 瀚亞全球高收債 A,TW000T0737A4,26257384A,瀚亞全球高收益債券證券投資信託基金 A類型（不配息）,NTD,瀚亞證券投資信託,Current,2010/09/16,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737B 瀚亞全球高收債 B,TW000T0737B2,26257384B,瀚亞全球高收益債券證券投資信託基金 B類型（月配息）,NTD,瀚亞證券投資信託,Current,2010/09/16,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737C 瀚亞全球高收債 C,TW000T0737C0,26257384C,瀚亞全球高收益債券證券投資信託基金 C類型（月配息）,NTD,瀚亞證券投資信託,Current,2013/09/03,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737D 瀚亞全球高收債A$,TW000T0737D8,26257384D,瀚亞全球高收益債券證券投資信託基金 A類型美元計價,USD,瀚亞證券投資信託,Current,2014/02/06,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737E 瀚亞全球高收債B$,TW000T0737E6,26257384E,瀚亞全球高收益債券證券投資信託基金 B類型美元計價,USD,瀚亞證券投資信託,Current,2014/02/06,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737F 瀚亞全球高收債AA,TW000T0737F3,26257384F,瀚亞全球高收益債券證券投資信託基金 A類型澳幣計價,AUD,瀚亞證券投資信託,Current,2014/02/06,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737G 瀚亞全球高收債BA,TW000T0737G1,26257384G,瀚亞全球高收益債券證券投資信託基金 B類型澳幣計價,AUD,瀚亞證券投資信託,Current,2014/02/06,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737H 瀚亞全球高收債AC,TW000T0737H9,26257384H,瀚亞全球高收益債券證券投資信託基金 A類型（不配息人民幣）,RMB,瀚亞證券投資信託,Current,2014/09/25,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737J 瀚亞全球高收債BC,TW000T0737J5,26257384I,瀚亞全球高收益債券證券投資信託基金 B類型（月配息人民幣）,RMB,瀚亞證券投資信託,Current,2014/09/25,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737K 瀚亞全球高收債 S,TW000T0737K3,26257384J,瀚亞全球高收益債券證券投資信託基金-S類型新台幣,NTD,瀚亞證券投資信託,Current,2017/10/23,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737L 瀚亞全球高收債S$,TW000T0737L1,26257384K,瀚亞全球高收益債券證券投資信託基金 S類型美元,USD,瀚亞證券投資信託,Current,2017/10/23,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0737M 瀚亞全球高收債SC,TW000T0737M9,26257384L,瀚亞全球高收益債券證券投資信託基金 S類型人民幣,RMB,瀚亞證券投資信託,Current,2017/10/23,,"國內募集,投資國內外",開放,高收債--全球,債券,
T0739A 瀚亞中國 A股C,TW000T0739A0,26384902B,瀚亞中國 A股證券投資信託基金－人民幣,RMB,瀚亞證券投資信託,Current,2015/10/01,,"國內募集,投資國內外",開放,跨國-中國A股,股票,
T0739B 瀚亞中國 A股$,TW000T0739B8,,瀚亞中國 A股證券投資信託基金－美元,USD,瀚亞證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國--大中華區,股票,
T0739Y 瀚亞中國 A股,TW000T0739Y0,26384902A,瀚亞中國 A股證券投資信託基金,NTD,瀚亞證券投資信託,Current,2011/10/11,,"國內募集,投資國內外",開放,跨國-中國A股,股票,
T0742A 瀚亞縱橫全高收 A,TW000T0742A4,31902573A,瀚亞縱橫全球高收益債券證券投資信託基金 A類型,NTD,瀚亞證券投資信託,Current,2012/12/14,2016/03/17,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T0737A  瀚亞全球高收益債券 A類型
T0742B 瀚亞縱橫全高收 B,TW000T0742B2,31902573B,瀚亞縱橫全球高收益債券證券投資信託基金 B類型,NTD,瀚亞證券投資信託,Current,2012/12/14,2016/03/17,"國內募集,投資國內外",開放,高收債--全球,債券,被併入 T0737C  瀚亞全球高收益債券 C類型
T0746A 瀚亞南非債A-RAND,TW000T0746A5,31999540A,瀚亞新興南非蘭特債券證券投資信託基金 A類型南非幣計價,RAND,瀚亞證券投資信託,Current,2013/11/14,,"國內募集,投資國內外",開放,投資債--全球新興,債券,
T0746B 瀚亞南非債B-RAND,TW000T0746B3,31999540B,瀚亞新興南非蘭特債券證券投資信託基金 B類型南非幣計價,RAND,瀚亞證券投資信託,Current,2013/11/14,,"國內募集,投資國內外",開放,投資債--全球新興,債券,
T0747A 瀚亞亞太豐平衡 A,TW000T0747A3,38621330A,瀚亞亞太豐收平衡證券投資信託基金 A,NTD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747B 瀚亞亞太豐平衡 B,TW000T0747B1,38621330B,瀚亞亞太豐收平衡證券投資信託基金 B,NTD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747C 瀚亞亞太豐平衡A$,TW000T0747C9,38621330C,瀚亞亞太豐收平衡證券投資信託基金 A－美元計價,USD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747D 瀚亞亞太豐平衡B$,TW000T0747D7,38621330D,瀚亞亞太豐收平衡證券投資信託基金 B－美元計價,USD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747E 瀚亞亞太豐平衡AA,TW000T0747E5,38621330E,瀚亞亞太豐收平衡證券投資信託基金 A－澳幣計價,AUD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747F 瀚亞亞太豐平衡BA,TW000T0747F2,38621330F,瀚亞亞太豐收平衡證券投資信託基金 B－澳幣計價,AUD,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747G 瀚亞亞太豐平衡AZ,TW000T0747G0,38621330G,瀚亞亞太豐收平衡證券投資信託基金 A－南非幣計價,RAND,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T0747H 瀚亞亞太豐平衡BZ,TW000T0747H8,38621330H,瀚亞亞太豐收平衡證券投資信託基金 B－南非幣計價,RAND,瀚亞證券投資信託,Current,2014/11/17,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
